AI CYBERATTACK,DATE ARTICLE,DESCRIPTION (ABSTRACT),KEYWORDS (5 ),SECTOR,SOURCE  URL,THREAT ACTOR,TITLE,TYPE OF INCIDENT
No,17/5/2024,"A suspected Chinese-linked group, UNK_SweetSpecter, targets fewer than ten U.S.-based AI specialists via phishing emails delivering a customized variant of Gh0st RAT (SugarGh0st RAT). The malware features reconnaissance capabilities, including ODBC registry key scans and loading code based on library extensions or function names. SugarGh0st RAT enables remote control, keylogging, webcam spying, and payload delivery. Researchers noted its tailored design and direct targeting of generative AI-related personnel. The campaignâ€™s limited telemetry prevented attribution to a known nation-state entity.",UNK_SweetSpecter; SugarGh0st RAT; AI-themed phishing; ODBC registry; reconnaissance enhancements,Government,https://www.bankinfosecurity.com/hackers-target-us-ai-experts-customized-rat-a-25266?utm_source=chatgpt.com,SugarGhOst,Hackers Target US AI Experts With Customized RAT,Others
No,17/5/2024,"Proofpoint discovered that UNK_SweetSpecter deployed SugarGh0st RAT via AI-themed phishing emails to AI research organizations in the U.S. The emails carried ZIP archives that dropped LNK shortcut files invoking a JavaScript dropper. That dropper used obfuscated scripts, ActiveX sideloading, and base64-encoded payloads to execute multi-stage shellcode. This ultimately deployed SugarGh0st RAT for exfiltration, C2 heartbeat, and keylogging. Cisco Talos linked this operation to Chinese-speaking actors.",UNK_SweetSpecter; AI-themed phishing; LNK dropper; ActiveX sideloading; keylogging,Government,https://cybersecuritynews.com/sugargh0st-rat-attacks/?utm_source=chatgpt.com,SugarGh0st RAT,SugarGh0st RAT Attacking Organizations & Individuals in AI Research,Phishing
No,17/6/2022,QNAP detected a new DeadBolt ransomware campaign targeting NAS devices running QTS 4.x and is thoroughly investigating the incident.,"DeadBolt, NAS, firmware update, ransomware, Malware Remover",Others,https://www.bleepingcomputer.com/news/security/qnap-thoroughly-investigating-new-deadbolt-ransomware-attacks/,DeadBolt,QNAP 'thoroughly investigating' new DeadBolt ransomware attacks,Ransomware
No,17/6/2022,QNAP has detected a new campaign of DeadBolt ransomware targeting NAS devices running QTS 4.x and is thoroughly investigating the incident.,"DeadBolt, NAS, firmware update, ransomware, Malware Remover",Others,https://www.bleepingcomputer.com/news/security/qnap-thoroughly-investigating-new-deadbolt-ransomware-attacks/,DeadBolt,QNAP 'thoroughly investigating' new DeadBolt ransomware attacks,Ransomware
No,17/8/2016,"The developers of Cerber ransomware updated their malware to bypass Check Point's decryption service. Previously, victims could recover files without paying ransom using the security vendor's free tool. The new Cerber version introduced stronger encryption methods, rendering that solution ineffective. This demonstrates the adaptive nature of ransomware developers in response to defensive measures. The incident highlights the constant arms race between cybercriminals and security researchers.","Cerber ransomware, encryption, decryption bypass, malware evolution, cybercrime",Others,https://www.bleepingcomputer.com/news/security/cerber-ransomware-developers-make-changes-that-defeat-check-points-decryption-service/,Cerber,Cerber ransomware developers make changes that defeat Check Pointâ€™s decryption service,Ransomware
No,17/9/2022,"Security researchers observed the Emotet botnet being used to deploy Quantum and BlackCat ransomware, installing Cobalt Strike beacons for lateral movement and enabling rapid ransomware attacks across infected networks.","Emotet,Quantum,BlackCat,Ransomware,Cobalt Strike",Others,https://www.bleepingcomputer.com/news/security/emotet-botnet-now-pushes-quantum-and-blackcat-ransomware/,Quantum,Emotet botnet now pushes Quantum and BlackCat ransomware,Ransomware
No,18/1/2019,"Two malicious apps  masquerading as a Currency Converter and a battery saver  slipped into the Google Play Store and tricked thousands of Android users. These apps used motion sensors: if no device movement was detected, they would assume they were running inside an emulator and not load the malicious payload. Once motion was detected, the apps prompted installation of a fake system update, ultimately deploying the Anubis banking Trojan. The malware then used Twitter and Telegram web requests to fetch its command-and-control server, and installed the Anubis Trojan silently in the background. Anubis was capable of credential theft via keylogging or screen capture, targeted dozens of financial apps across 93 countries, and had been promptly removed by Google.",motion sensor evasion; Anubis; banking Trojan; Play Store; emulator detection,Others,https://thehackernews.com/2019/01/android-malware-play-store.html,Anubis,New Android Malware Apps Use Motion Sensor to Evade Detection,Malware
No,18/10/2023,"Ukrainian Cyber Alliance (UCA) used a public exploit (CVE-2023-22515) to infiltrate and exfiltrate data from Trigonaâ€™s campaign infrastructure. They copied source code, databases, victim/admin panels, and possibly decryption keys before wiping the servers clean. Evidence includes screenshots showing internal documents from tools like Rocket.Chat, Jira, and Confluence. Following exfiltration, the activists defaced Trigonaâ€™s public-facing sites, deleted backups, and promised to release any found decryption keys. As a result, the group's operations were knocked offline, disrupting their activity.",Ukrainian Cyber Alliance; CVE-2023-22515; Confluence exploit; infrastructure wipe; source code exfiltration,"Information, Communication And Digital",https://www.bleepingcomputer.com/news/security/ukrainian-activists-hack-trigona-ransomware-gang-wipe-servers/,Trigona,"Ukrainian Activists Hack Trigona Ransomware Gang, Wipe Servers",Others
No,18/10/2024,"Japanese tech giant Nidec Corporation confirmed that hackers behind a ransomware attack earlier in 2024 stole data and leaked it via the dark web. The Nidec Precision division in Vietnam was breached using valid VPN credentials from an employee, allowing access to confidential files. A total of 50,694 files including internal documents, partner letters, green procurement and labor safety policies, orders, invoices, receipts, and contracts were compromised. The attackers did not encrypt any files, and the incident has since been fully remediated. Initial claims were made by the 8BASE ransomware gang, followed later by the Everest gang releasing the stolen data; Nidec continues to assess and monitor the situation.",Nidec; data breach; VPN credentials; 8BASE; Everest,Manufacturing,https://www.bleepingcomputer.com/news/security/tech-giant-nidec-confirms-data-breach-following-ransomware-attack/,8base,Tech giant Nidec confirms data breach following ransomware attack,Ransomware
No,18/11/2022,Researchers secretly helped victims of Zeppelin ransomware for two years. They provided decryption keys without public disclosure. This reduced ransom payments and damages. The work remained hidden to avoid tipping off attackers. It shows the value of covert cybersecurity interventions.,Zeppelin;Decryption;Researchers;Ransomware;Assistance,Healthcare Services,https://www.bleepingcomputer.com/news/security/researchers-secretly-helped-decrypt-zeppelin-ransomware-for-2-years/,Zeppelin,Researchers Secretly Helped Decrypt Zeppelin Ransomware For 2 Years,Others
No,18/11/2024,"Evgenii Ptitsyn, a Russian national and suspected Phobos ransomware administrator, was extradited from South Korea to the US and charged with cybercrimes linked to over 1,000 global breaches and $16 million in ransom payments.","Phobos, Ransomware, Extradition, Cybercrime, Justice",Others,https://www.bleepingcomputer.com/news/security/us-charges-phobos-ransomware-admin-after-south-korea-extradition/,Phobos,US charges Phobos ransomware admin after South Korea extradition,Others
No,18/2/2020,Threat actors are distributing Dharma Ransomware in a spam campaign targeting Windows users in Italy. The attack impersonates invoice notifications using Italian-language subjects like Fattura n. 637 del 14.01.20.,"Dharma, malspam, invoice lure, Ursniff, .ROGER",Others,https://www.bleepingcomputer.com/news/security/dharma-ransomware-attacks-italy-in-new-spam-campaign/,Dharma,Dharma Ransomware Attacks Italy in New Spam Campaign,Ransomware
No,18/3/2023,"Emotet has adopted a new evasion technique by distributing its payload via Microsoft OneNote email attachments instead of Word or Excel, which are increasingly blocked by Microsoft. The OneNote file impersonates familiar documents like invoices or guides, prompting users with a ""View"" button that conceals a malicious VBScript (click.wsf). When clicked, this VBScript executes through WScript.exe, downloads a DLL payload from a compromised site, and runs it using regsvr32.exe, stealthily installing Emotet. Once active, Emotet harvests email contacts and content, enabling future spam campaigns and paving the way for follow-on payloads such as Cobalt Strike. Administrators can mitigate this threat by configuring Microsoft OneNote group policies to block embedded file execution or restrict specific file extensions until Microsoftâ€™s improved protections are widely deployed.","Emotet, Microsoft OneNote attachments, VBScript loader, Malware evasion, Phishing campaign","Information, Communication And Digital",https://www.bleepingcomputer.com/news/security/emotet-malware-now-distributed-in-microsoft-onenote-files-to-evade-defenses/,Emotet,Emotet malware now distributed in Microsoft OneNote files to evade defenses,Malware
No,18/3/2023,"U.S. government agencies issued a cybersecurity advisory detailing the indicators of compromise and tactics of the LockBit 3.0 ransomware, a Ransomware-as-a-Service (RaaS) operation that is a continuation of earlier versions. LockBit 3.0 affiliates gain initial access through methods such as RDP exploitation, phishing campaigns, and abusing valid accounts. They utilise tools like the custom exfiltration tool StealBit for double extortion, where stolen corporate data is published. The LockBit ransomware strain has targeted at least 1,000 victims globally, generating over $100 million in illicit profits, with critical infrastructure sectors being heavily impacted. A significant blow to the operation occurred in late September 2022 when a disgruntled developer leaked the LockBit 3.0 builder code, potentially leading to the emergence of new variants","lockbit 3.0, RaaS, critical infrastructure, StealBit, Cybersecurity advisory","Information, Communication And Digital",https://thehackernews.com/2023/03/lockbit-30-ransomware-inside.html,LockBit 3.0,LockBit 3.0 Ransomware: Inside the Cyberthreat That's Costing Millions,Ransomware
